K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,r,n,m,graphid,dataset,group0edges,group1edges,group0targets,group1targets
2,193.3166666666667,"{42, 44}",184.94265873015874,"{44, 12}",193.3166666666667,"{42, 44}",111.52380026646601,"{40, 7}",201.0,"{6, 39, 42, 44, 47, 16, 24, 28}",201,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0452789421002435,0.9617744610281925,0.9201127300007897,1.7334117578917807,0.9617744610281925,0.5548447774451045,0.21972322463989258,0.002187967300415039,7.5,224,50,7,studentportuguese (30),,"[8, 29, 31, 33, 40, 42, 45, 46, 48]",,1
4,197.53333333333333,"{16, 42, 44, 47}",187.27528998779,"{0, 19, 44, 12}",197.53333333333333,"{16, 42, 44, 47}",173.83099671432046,"{40, 1, 47, 7}",201.0,"{6, 39, 42, 44, 47, 16, 24, 28}",201,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0547752100461953,0.9827529021558872,0.9317178606357711,1.1363527625511236,0.9827529021558872,0.8648308294244799,0.4965860843658447,0.0025441646575927734,7.5,224,50,7,studentportuguese (30),,"[8, 29, 31, 33, 40, 42, 45, 46, 48]",,1
6,199.58333333333331,"{16, 39, 42, 44, 28, 47}",189.69493284493285,"{0, 18, 19, 41, 44, 12}",199.58333333333331,"{39, 42, 44, 47, 16, 28}",158.4336277377444,"{1, 7, 40, 14, 15, 17}",201.0,"{6, 39, 42, 44, 47, 16, 24, 28}",201,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0521279105356167,0.9929519071310116,0.943755884800661,1.2597283555464889,0.9929519071310116,0.7882270036703701,0.5745549201965332,0.002201080322265625,7.5,224,50,7,studentportuguese (30),,"[8, 29, 31, 33, 40, 42, 45, 46, 48]",,1
0,107.26749505329869,set(),107.26749505329869,set(),107.26749505329869,set(),107.26749505329869,set(),214.0,"{42, 44, 12, 47, 18, 24, 26}",214,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5012499768845733,0.5012499768845733,1.0,0.5012499768845733,0.5012499768845733,0.002202272415161133,0.0019288063049316406,8.0,224,50,8,studentportuguese (30),,"[0, 6, 8, 9, 14, 21, 26, 28, 29, 31, 32, 33, 34, 37, 40, 41, 42, 44, 45, 46, 47, 48]",,1
2,207.78626373626375,"{42, 44}",203.7529304029304,"{44, 12}",207.78626373626375,"{42, 44}",111.63044849562566,"{40, 7}",214.0,"{42, 44, 12, 47, 18, 24, 26}",214,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0197952163208512,0.9709638492348773,0.9521164972099551,1.8613762332452337,0.9709638492348773,0.5216376097926433,0.32639217376708984,0.0023348331451416016,8.0,224,50,8,studentportuguese (30),,"[0, 6, 8, 9, 14, 21, 26, 28, 29, 31, 32, 33, 34, 37, 40, 41, 42, 44, 45, 46, 47, 48]",,1
4,211.80769230769232,"{24, 42, 44, 12}",205.43626373626375,"{0, 19, 44, 12}",211.80769230769232,"{24, 42, 44, 12}",195.48163801884388,"{40, 1, 47, 7}",214.0,"{42, 44, 12, 47, 18, 24, 26}",214,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0310141376967803,0.9897555715312726,0.9599825408236624,1.0835170732878485,0.9897555715312726,0.9134655982188966,0.8231842517852783,0.0031118392944335938,8.0,224,50,8,studentportuguese (30),,"[0, 6, 8, 9, 14, 21, 26, 28, 29, 31, 32, 33, 34, 37, 40, 41, 42, 44, 45, 46, 47, 48]",,1
6,213.33333333333334,"{18, 39, 24, 42, 44, 12}",207.51959706959707,"{0, 18, 19, 41, 44, 12}",213.33333333333334,"{42, 44, 12, 18, 24, 26}",175.81308108734203,"{1, 7, 40, 14, 15, 17}",214.0,"{42, 44, 12, 47, 18, 24, 26}",214,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0280153602157702,0.9968847352024922,0.9697177433158741,1.213409901094627,0.9968847352024922,0.8215564536791683,0.6845571994781494,0.0021691322326660156,8.0,224,50,8,studentportuguese (30),,"[0, 6, 8, 9, 14, 21, 26, 28, 29, 31, 32, 33, 34, 37, 40, 41, 42, 44, 45, 46, 47, 48]",,1
0,106.47523814257033,set(),106.47523814257033,set(),106.47523814257033,set(),106.47523814257033,set(),220.0,"{39, 42, 44, 13, 28}",220,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.4839783551935015,0.4839783551935015,1.0,0.4839783551935015,0.4839783551935015,0.0022420883178710938,0.004273891448974609,8.5,224,50,9,studentportuguese (30),,"[0, 6, 7, 8, 9, 12, 14, 17, 21, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
2,216.64285714285714,"{42, 44}",214.1063186813187,"{44, 12}",216.64285714285714,"{42, 44}",111.07955887236527,"{40, 7}",220.0,"{39, 42, 44, 13, 28}",220,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0118470976343015,0.9847402597402597,0.9732105394605395,1.9503395524984772,0.9847402597402597,0.5049070857834785,0.3718290328979492,0.00304412841796875,8.5,224,50,9,studentportuguese (30),,"[0, 6, 7, 8, 9, 12, 14, 17, 21, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
4,219.14285714285714,"{42, 44, 28, 39}",215.3063186813187,"{0, 19, 44, 12}",219.14285714285714,"{42, 44, 28, 39}",207.82223626047158,"{40, 1, 47, 7}",220.0,"{39, 42, 44, 13, 28}",220,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0178189775619964,0.996103896103896,0.978665084915085,1.0544726160495983,0.996103896103896,0.9446465284566891,0.6263449192047119,0.0027618408203125,8.5,224,50,9,studentportuguese (30),,"[0, 6, 7, 8, 9, 12, 14, 17, 21, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
6,220.0,"{28, 39, 42, 44, 13}",216.39285714285714,"{0, 18, 19, 41, 44, 12}",220.0,"{39, 42, 44, 13, 28}",195.88680499389895,"{1, 7, 40, 14, 15, 17}",220.0,"{39, 42, 44, 13, 28}",220,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.01666941739561,1.0,0.9836038961038961,1.1230975971395933,1.0,0.8903945681540861,1.0130019187927246,0.0026082992553710938,8.5,224,50,9,studentportuguese (30),,"[0, 6, 7, 8, 9, 12, 14, 17, 21, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
0,104.43712401980396,set(),104.43712401980396,set(),104.43712401980396,set(),104.43712401980396,set(),222.0,"{42, 44, 14}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.47043749558470255,0.47043749558470255,1.0,0.47043749558470255,0.47043749558470255,0.00408482551574707,0.004287004470825195,9.0,224,50,10,studentportuguese (30),,"[0, 3, 5, 6, 7, 8, 9, 11, 12, 14, 17, 18, 21, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
2,221.5,"{42, 44}",220.77777777777777,"{44, 12}",221.5,"{42, 44}",108.88194925749374,"{40, 7}",222.0,"{42, 44, 14}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0032712632108707,0.9977477477477478,0.9944944944944945,2.034313322919826,0.9977477477477478,0.49045923088961146,0.4096388816833496,0.0037598609924316406,9.0,224,50,10,studentportuguese (30),,"[0, 3, 5, 6, 7, 8, 9, 11, 12, 14, 17, 18, 21, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
4,222.0,"{42, 44, 14}",220.77777777777777,"{4, 44, 12, 36}",222.0,"{42, 44, 14}",219.82301228183582,"{40, 1, 47, 7}",222.0,"{42, 44, 14}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0055359838953195,1.0,0.9944944944944945,1.0099033658740562,1.0,0.9901937490172784,0.6160881519317627,0.002907991409301758,9.0,224,50,10,studentportuguese (30),,"[0, 3, 5, 6, 7, 8, 9, 11, 12, 14, 17, 18, 21, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
6,222.0,"{42, 44, 14}",222.0,"{0, 18, 19, 41, 44, 12}",222.0,"{42, 44, 14}",210.26681384814933,"{1, 7, 40, 14, 15, 17}",222.0,"{42, 44, 14}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.055801416957429,1.0,0.9471478101267987,0.6077120304107666,0.0030231475830078125,9.0,224,50,10,studentportuguese (30),,"[0, 3, 5, 6, 7, 8, 9, 11, 12, 14, 17, 18, 21, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,1
0,102.22207225585376,set(),102.22207225585376,set(),102.22207225585376,set(),102.22207225585376,set(),224.0,"{0, 44, 13}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.45634853685649,0.45634853685649,1.0,0.45634853685649,0.45634853685649,0.003003835678100586,0.002939939498901367,9.5,224,50,11,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
2,223.51724137931035,"{44, 13}",223.25,"{44, 12}",223.51724137931035,"{44, 13}",106.52273650324447,"{40, 7}",224.0,"{0, 44, 13}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.001197049851334,0.997844827586207,0.9966517857142857,2.098305476526154,0.997844827586207,0.4755479308180557,0.34540796279907227,0.003124237060546875,9.5,224,50,11,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
4,224.0,"{0, 44, 13}",223.33333333333334,"{4, 44, 12, 36}",224.0,"{0, 44, 13}",222.15,"{40, 1, 47, 7}",224.0,"{0, 44, 13}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0029850746268656,1.0,0.9970238095238095,1.008327706504614,1.0,0.9917410714285715,0.7165918350219727,0.0036079883575439453,9.5,224,50,11,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
6,224.0,"{0, 44, 13}",223.33333333333334,"{1, 36, 4, 40, 44, 12}",224.0,"{0, 44, 13}",216.15350649350648,"{1, 7, 40, 14, 15, 17}",224.0,"{0, 44, 13}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0029850746268656,1.0,0.9970238095238095,1.0363005608087568,1.0,0.9649710111317253,0.675792932510376,0.003206968307495117,9.5,224,50,11,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
0,99.81080216190242,set(),99.81080216190242,set(),99.81080216190242,set(),99.81080216190242,set(),224.0,{44},224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.44558393822277864,0.44558393822277864,1.0,0.44558393822277864,0.44558393822277864,0.004641056060791016,0.004263162612915039,10.0,224,50,12,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
2,224.0,{44},224.0,"{44, 36}",224.0,{44},104.03765004612704,"{40, 7}",224.0,{44},224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,2.1530667013401916,1.0,0.4644537948487814,0.37761902809143066,0.0057909488677978516,10.0,224,50,12,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
4,224.0,{44},224.0,"{1, 44, 4, 36}",224.0,{44},222.53333333333333,"{40, 1, 47, 7}",224.0,{44},224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0065907729179149,1.0,0.993452380952381,0.38682079315185547,0.004055023193359375,10.0,224,50,12,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
6,224.0,{44},224.0,"{1, 36, 4, 40, 11, 44}",224.0,{44},220.55291858678953,"{1, 7, 40, 14, 15, 17}",224.0,{44},224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0156292713571777,1.0,0.9846112436910247,0.344789981842041,0.0030977725982666016,10.0,224,50,12,studentportuguese (30),,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",,1
